departamento,distrito,ano,fecha,localidad,ENFERMEDAD,ESPECIES,UTM_ZONA,UTM_HEMISFERIO,LATITU,LONGITUD,TIPO DE COLECTA,TIPO DE GEORREFERENCIACION,OBSERVACION
CONCEPCION,CONCEPCION,2020,2020-12-02 00:00:00,INMACULADA,MALARIA,ANOPHELES ALBITARSIS,21,S,-23.399753711,-57.44604453,gabinete,centroide localidad,
CONCEPCION,CONCEPCION,2020,2020-12-02 00:00:00,INMACULADA,MALARIA,ANOPHELES (COMPLEJO) ALBITARSIS,21,S,-23.399753711,-57.44604453,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-02-22 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES  DARLINGI,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-02-22 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES ALBITARSIS,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-02-22 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES (COMPLEJO) ALBITARSIS,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-02-22 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES TRIANNULATUS,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-02-22 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES OSWALDOI,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-02-22 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES ALBITARSIS,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-02-22 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES (COMPLEJO) ALBITARSIS,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-02-22 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES TRIANNULATUS,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-02-22 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES OSWALDOI,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-02-22 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES  DARLINGI,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-02-22 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES STRODEI,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-02-22 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES RONDONI,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-02-22 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES NOROESTENSIS,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-02-23 00:00:00,AGUA FRIA,MALARIA,ANOPHELES  DARLINGI,21,S,-24.521514208944456,-54.40850251451437,campo,copiado del otro registro,
CANINDEYU,PUERTO ADELA,2021,2021-02-23 00:00:00,AGUA FRIA,MALARIA,ANOPHELES ALBITARSIS,21,S,-24.521514208944456,-54.40850251451437,campo,copiado del otro registro,
CANINDEYU,PUERTO ADELA,2021,2021-02-23 00:00:00,AGUA FRIA,MALARIA,ANOPHELES (COMPLEJO) ALBITARSIS,21,S,-24.521514208944456,-54.40850251451437,campo,copiado del otro registro,
CANINDEYU,PUERTO ADELA,2021,2021-02-23 00:00:00,AGUA FRIA,MALARIA,ANOPHELES  DARLINGI,21,S,-24.521514208944456,-54.40850251451437,campo,copiado del otro registro,
CANINDEYU,PUERTO ADELA,2021,2021-02-23 00:00:00,AGUA FRIA,MALARIA,ANOPHELES ALBITARSIS,21,S,-24.521514208944456,-54.40850251451437,campo,copiado del otro registro,
CANINDEYU,PUERTO ADELA,2021,2021-02-23 00:00:00,AGUA FRIA,MALARIA,ANOPHELES STRODEI,21,S,-24.521514208944456,-54.40850251451437,campo,copiado del otro registro,
CANINDEYU,PUERTO ADELA,2021,2021-02-23 00:00:00,AGUA FRIA,MALARIA,ANOPHELES TRIANNULATUS,21,S,-24.521514208944456,-54.40850251451437,campo,copiado del otro registro,
CANINDEYU,PUERTO ADELA,2021,2021-02-23 00:00:00,AGUA FRIA,MALARIA,ANOPHELES EVANSAE,21,S,-24.521514208944456,-54.40850251451437,campo,copiado del otro registro,
CANINDEYU,PUERTO ADELA,2021,2021-02-24 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES DARLINGI,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-02-24 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES (COMPLEJO) ALBITARSIS,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-02-24 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES DARLINGI,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-02-24 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES ALBITARSIS,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-02-24 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES TRIANNULATUS,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-02-24 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES ALBITARSIS,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-02-24 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES DARLINGI,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-02-24 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES DARLINGI,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-02-24 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES ALBITARSIS,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-02-24 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES (COMPLEJO) ALBITARSIS,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-02-24 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES DARLINGI,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-02-24 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES ALBITARSIS,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-02-24 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES (COMPLEJO) ALBITARSIS,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
NEEMBUCU,PILAR,2021,2021-03-08 00:00:00,SAN VICENTE,MALARIA,ANOPHELES ALBITARSIS,21,S,-26.841884831,-58.298490574,gabinete,centroide localidad,
NEEMBUCU,PILAR,2021,2021-03-08 00:00:00,SAN VICENTE,MALARIA,ANOPHELES (COMPLEJO) ALBITARSIS,21,S,-26.841884831,-58.298490574,gabinete,centroide localidad,
NEEMBUCU,PILAR,2021,2021-03-08 00:00:00,SAN VICENTE,MALARIA,ANOPHELES ALBITARSIS,21,S,-26.841884831,-58.298490574,gabinete,centroide localidad,
NEEMBUCU,PILAR,2021,2021-03-08 00:00:00,SAN VICENTE,MALARIA,ANOPHELES (COMPLEJO) ALBITARSIS,21,S,-26.841884831,-58.298490574,gabinete,centroide localidad,
NEEMBUCU,PILAR,2021,2021-03-09 00:00:00,SAN VICENTE,MALARIA,ANOPHELES ALBITARSIS,21,S,-26.841884831,-58.298490574,gabinete,centroide localidad,
NEEMBUCU,PILAR,2021,2021-03-09 00:00:00,SAN VICENTE,MALARIA,ANOPHELES ALBITARSIS,21,S,-26.841884831,-58.298490574,gabinete,centroide localidad,
NEEMBUCU,PILAR,2021,2021-03-09 00:00:00,SAN VICENTE,MALARIA,ANOPHELES (COMPLEJO) ALBITARSIS,21,S,-26.841884831,-58.298490574,gabinete,centroide localidad,
NEEMBUCU,PILAR,2021,2021-03-10 00:00:00,SAN VICENTE,MALARIA,ANOPHELES ALBITARSIS,21,S,-26.841884831,-58.298490574,gabinete,centroide localidad,
NEEMBUCU,PILAR,2021,2021-03-11 00:00:00,SAN VICENTE,MALARIA,ANOPHELES ALBITARSIS,21,S,-26.841884831,-58.298490574,gabinete,centroide localidad,
ALTO PARAGUAY,CARMELO PERALTA,2021,2021-03-22 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES ALBITARSIS,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2021,2021-03-22 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES ALBITARSIS,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2021,2021-03-23 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES ALBITARSIS,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2021,2021-03-23 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES RONDONI,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2021,2021-03-23 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES ALBITARSIS,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2021,2021-03-23 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES RONDONI,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2021,2021-03-24 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES ALBITARSIS,21,S,-21.692129,-57.897196,campo,,
CENTRAL,LUQUE,2021,2021-04-12 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES ALBITARSIS,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2021,2021-04-13 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES ALBITARSIS,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2021,2021-04-13 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES (COMPLEJO) ALBITARSIS,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2021,2021-04-13 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES OSWALDOI,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2021,2021-04-14 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES OSWALDOI,21,S,-25.304408,-57.457756,campo,,
CENTRAL,LUQUE,2021,2021-04-14 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES EVANSAE,21,S,-25.304408,-57.457756,campo,,
CENTRAL,LUQUE,2021,2021-04-14 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES ALBITARSIS,21,S,-25.30766,-57.456138,campo,,
GUAIRA,COLONIA IDEPENDENCIA,2021,2021-04-28 00:00:00,COLONIA MELGAREJO,MALARIA,ANOPHELES STRODEI,21,S,-25.719286,-56.215293,campo,,
GUAIRA,COLONIA IDEPENDENCIA,2021,2021-04-26 00:00:00,COLONIA MELGAREJO,MALARIA,ANOPHELES ALBITARSIS,21,S,-25.719286,-56.215293,campo,,
GUAIRA,COLONIA IDEPENDENCIA,2021,2021-04-27 00:00:00,COLONIA MELGAREJO,MALARIA,ANOPHELES STRODEI,21,S,-25.719286,-56.215293,campo,,
GUAIRA,COLONIA IDEPENDENCIA,2021,2021-04-28 00:00:00,COLONIA MELGAREJO,MALARIA,ANOPHELES STRODEI,21,S,-25.7165302,-56.2372073,gabinete,centroide localidad,
PARAGUARI,PARAGUARI,2021,2021-05-04 00:00:00,SAN FRANCISCO,MALARIA,ANOPHELES (COMPLEJO) ALBITARSIS,21,S,-25.626445,-57.1405609999999,campo,,
PARAGUARI,PARAGUARI,2021,2021-05-05 00:00:00,SAN FRANCISCO,MALARIA,ANOPHELES (COMPLEJO) ALBITARSIS,21,S,-25.625591,-57.141437,campo,,
CONCEPCION,CONCEPCION,2021,2021-05-24 00:00:00,SAN ANTONIO,MALARIA,ANOPHELES ALBITARSIS,21,S,-23.41825,-57.44895,campo,,
CONCEPCION,CONCEPCION,2021,2021-05-24 00:00:00,SAN ANTONIO,MALARIA,ANOPHELES (COMPLEJO) ALBITARSIS,21,S,-23.41825,-57.44895,campo,,
CONCEPCION,CONCEPCION,2021,2021-05-24 00:00:00,SAN ANTONIO,MALARIA,ANOPHELES ALBITARSIS,21,S,-23.41825,-57.44895,campo,,
CONCEPCION,CONCEPCION,2021,2021-05-25 00:00:00,SAN ANTONIO,MALARIA,ANOPHELES ALBITARSIS,21,S,-23.41825,-57.44895,campo,,
CONCEPCION,CONCEPCION,2021,2021-05-25 00:00:00,SAN ANTONIO,MALARIA,ANOPHELES (COMPLEJO) ALBITARSIS,21,S,-23.41825,-57.44895,campo,,
CONCEPCION,CONCEPCION,2021,2021-05-25 00:00:00,SAN ANTONIO,MALARIA,ANOPHELES ALBITARSIS,21,S,-23.41825,-57.44895,campo,,
CONCEPCION,CONCEPCION,2021,2021-05-27 00:00:00,SAN JORGE,MALARIA,ANOPHELES ALBITARSIS,21,S,-23.411901,-57.417341,campo,,
CENTRAL,LUQUE,2021,2021-06-14 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES STRODEI,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2021,2021-06-14 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES GALVAOI,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2021,2021-06-14 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES GALVAOI,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2021,2021-06-15 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES STRODEI,21,S,-25.307256,-57.457682,campo,,
CENTRAL,LUQUE,2021,2021-06-15 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES GALVAOI,21,S,-25.307256,-57.457682,campo,,
CENTRAL,LUQUE,2021,2021-06-15 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES SPP,21,S,-25.307256,-57.457682,campo,,
CENTRAL,LUQUE,2021,2021-06-15 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES DARLINGI,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2021,2021-06-15 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES ALBITARSIS,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2021,2021-06-15 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES (COMPLEJO) ALBITARSIS,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2021,2021-06-15 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES TRIANNULATUS,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2021,2021-06-15 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES RONDONI,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2021,2021-06-15 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES GALVAOI,21,S,-25.305029,-57.456763,campo,,
CANINDEYU,PUERTO ADELA,2021,2021-07-05 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES DARLINGI,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-07-05 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES ALBITARSIS,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-07-05 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES (COMPLEJO) ALBITARSIS,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-07-05 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES TRIANNULATUS,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-07-05 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES RONDONI,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-07-05 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES GALVAOI,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-07-05 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES PARVUS,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-07-05 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES LUTZII,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-07-06 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES ALBITARSIS,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-07-06 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES DARLINGI,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-07-06 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES ALBITARSIS,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-07-06 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES TRIANNULATUS,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-07-06 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES DARLINGI,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-07-06 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES TRIANNULATUS,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-07-06 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES DARLINGI,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-07-06 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES ALBITARSIS,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-07-06 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES TRIANNULATUS,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-07-06 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES GALVAOI,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-07-06 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES DARLINGI,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-07-06 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES TRIANNULATUS,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-07-06 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES RONDONI,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-07-07 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES DARLINGI,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-07-07 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES ALBITARSIS,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-07-07 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES GALVAOI,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-07-07 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES TRIANNULATUS,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-07-07 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES RONDONI,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-07-07 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES PARVUS,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-07-07 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES LUTZII,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-07-07 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES DARLINGI,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-07-07 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES ALBITARSIS,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-07-07 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES TRIANNULATUS,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-07-07 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES GALVAOI,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-07-07 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES RONDONI,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-07-07 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES PARVUS,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-07-07 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES LUTZII,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-07-07 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES DARLINGI,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-07-07 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES TRIANNULATUS,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-07-07 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES RONDONI,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-07-07 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES NOROESTENSIS,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-07-08 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES STRODEI,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-07-08 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES ALBITARSIS,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
CANINDEYU,PUERTO ADELA,2021,2021-07-08 00:00:00,PUERTO ADELA,MALARIA,ANOPHELES TRIANNULATUS,21,S,-24.48582389,-54.384711609,gabinete,centroide localidad,
ALTO PARAGUAY,CARMELO PERALTA,2021,2021-07-26 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES TRIANNULATUS,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2021,2021-07-26 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES GALVAOI,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2021,2021-07-27 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES DARLINGI,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2021,2021-07-27 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES TRIANNULATUS,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2021,2021-07-27 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES SPP,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2021,2021-07-27 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES SPP,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2021,2021-07-27 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES TRIANNULATUS,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2021,2021-07-27 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES TRIANNULATUS,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2021,2021-07-28 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES GALVAOI,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2021,2021-07-29 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES GALVAOI,21,S,-21.692129,-57.897196,campo,,
PARAGUARI,PARAGUARI,2021,2021-09-08 00:00:00,SAN FRANCISCO,MALARIA,ANOPHELES STRODEI,21,S,-25.632231,-57.144503,campo,,
PARAGUARI,PARAGUARI,2021,2021-09-08 00:00:00,SAN FRANCISCO,MALARIA,ANOPHELES OSWALDOI,21,S,-25.632231,-57.144503,campo,,
PARAGUARI,PARAGUARI,2021,2021-09-08 00:00:00,SAN FRANCISCO,MALARIA,ANOPHELES STRODEI,21,S,-25.632231,-57.144503,campo,,
PARAGUARI,PARAGUARI,2021,2021-11-08 00:00:00,SAN FRANCISCO,MALARIA,ANOPHELES STRODEI,21,S,-25.632231,-57.144503,campo,,
PARAGUARI,PARAGUARI,2021,2021-11-08 00:00:00,SAN FRANCISCO,MALARIA,ANOPHELES GALVAOI,21,S,-25.632231,-57.144503,campo,,
PARAGUARI,PARAGUARI,2021,2021-11-08 00:00:00,SAN FRANCISCO,MALARIA,ANOPHELES STRODEI,21,S,-25.632231,-57.144503,campo,,
NEEMBUCU,PILAR,2021,2021-08-23 00:00:00,SAN VICENTE,MALARIA,ANOPHELES ALBITARSIS,21,S,-26.844685,-58.312427,campo,,
NEEMBUCU,PILAR,2021,2021-08-23 00:00:00,SAN VICENTE,MALARIA,ANOPHELES (COMPLEJO) ALBITARSIS,21,S,-26.844685,-58.312427,campo,,
NEEMBUCU,PILAR,2021,2021-08-24 00:00:00,SAN VICENTE,MALARIA,ANOPHELES ALBITARSIS,21,S,-26.844685,-58.312427,campo,,
NEEMBUCU,PILAR,2021,2021-08-25 00:00:00,SAN VICENTE,MALARIA,ANOPHELES ALBITARSIS,21,S,-26.844685,-58.312427,campo,,
NEEMBUCU,PILAR,2021,2021-08-25 00:00:00,SAN VICENTE,MALARIA,ANOPHELES TRIANNULATUS,21,S,-26.844685,-58.312427,campo,,
NEEMBUCU,PILAR,2021,2021-08-25 00:00:00,SAN VICENTE,MALARIA,ANOPHELES SPP,21,S,-26.844685,-58.312427,campo,,
NEEMBUCU,PILAR,2021,2021-08-26 00:00:00,SAN VICENTE,MALARIA,ANOPHELES ALBITARSIS,21,S,-26.843685,-58.313093,campo,,
